Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE Category A staff submitted,4*,3*,2*,1*,unclassified,Area,Post92
10007158,University of Southampton,1680,A,5,Biological Sciences, ,,,Outputs,34.8,16.1,59.8,23.2,0.9,0,SEAS,FALSE
10007158,University of Southampton,1680,A,5,Biological Sciences, ,,,Impact,34.8,40,60,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,A,5,Biological Sciences, ,,,Environment,34.8,0,87.5,12.5,0,0,SEAS,FALSE
10007158,University of Southampton,1680,A,5,Biological Sciences, ,,,Overall,34.8,18,64,17,1,0,SEAS,FALSE
10007158,University of Southampton,1680,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,68.62,30.9,60.7,7.1,0.7,0.6,SEAS,FALSE
10007158,University of Southampton,1680,B,7,Earth Systems and Environmental Sciences, ,,,Impact,68.62,65,25,0,0,10,SEAS,FALSE
10007158,University of Southampton,1680,B,7,Earth Systems and Environmental Sciences, ,,,Environment,68.62,50,50,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,7,Earth Systems and Environmental Sciences, ,,,Overall,68.62,41,52,4,1,2,SEAS,FALSE
10007158,University of Southampton,1680,B,8,Chemistry, ,,,Outputs,44.8,26.4,67.3,6.3,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,8,Chemistry, ,,,Impact,44.8,50,42,8,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,8,Chemistry, ,,,Environment,44.8,10,90,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,8,Chemistry, ,,,Overall,44.8,29,65,6,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,9,Physics, ,,,Outputs,34.8,25,69.2,5.8,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,9,Physics, ,,,Impact,34.8,60,40,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,9,Physics, ,,,Environment,34.8,15,70,15,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,9,Physics, ,,,Overall,34.8,31,63,6,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,10,Mathematical Sciences, ,,,Outputs,54.8,17.3,63,19.7,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,10,Mathematical Sciences, ,,,Impact,54.8,30,70,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,10,Mathematical Sciences, ,,,Environment,54.8,40,60,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,10,Mathematical Sciences, ,,,Overall,54.8,23,64,13,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,11,Computer Science and Informatics, ,,,Outputs,44.2,30.5,37.9,24.1,7,0.5,SEAS,FALSE
10007158,University of Southampton,1680,B,11,Computer Science and Informatics, ,,,Impact,44.2,84,16,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,11,Computer Science and Informatics, ,,,Environment,44.2,50,50,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,11,Computer Science and Informatics, ,,,Overall,44.2,44,35,16,5,0,SEAS,FALSE
10007158,University of Southampton,1680,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,84.25,25.2,71.7,2.8,0.3,0,SEAS,FALSE
10007158,University of Southampton,1680,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Impact,84.25,54.4,32.3,13.3,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Environment,84.25,50,50,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,84.25,35,60,5,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,15,General Engineering, ,,,Outputs,192.23,17.3,72.5,9.1,0.5,0.6,SEAS,FALSE
10007158,University of Southampton,1680,B,15,General Engineering, ,,,Impact,192.23,54,36,10,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,15,General Engineering, ,,,Environment,192.23,75,25,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,B,15,General Engineering, ,,,Overall,192.23,33,58,8,1,0,SEAS,FALSE
10007158,University of Southampton,1680,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Outputs,20.9,23.7,35.5,39.5,1.3,0,SEAS,FALSE
10007158,University of Southampton,1680,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Impact,20.9,50,50,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Environment,20.9,25,75,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,20.9,29,44,26,1,0,SEAS,FALSE
10007158,University of Southampton,1680,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Outputs,32,31.6,46.5,21,0.9,0,SEAS,FALSE
10007158,University of Southampton,1680,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Impact,32,30,50,20,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Environment,32,37.5,62.5,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Overall,32,32,50,17,1,0,SEAS,FALSE
10007158,University of Southampton,1680,C,18,Economics and Econometrics, ,,,Outputs,21.8,22,37.8,35.3,3.7,1.2,SEAS,FALSE
10007158,University of Southampton,1680,C,18,Economics and Econometrics, ,,,Impact,21.8,10,50,40,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,18,Economics and Econometrics, ,,,Environment,21.8,0,50,50,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,18,Economics and Econometrics, ,,,Overall,21.8,16,42,39,2,1,SEAS,FALSE
10007158,University of Southampton,1680,C,19,Business and Management Studies, ,,,Outputs,34.4,12.1,50,29.8,7.3,0.8,SEAS,FALSE
10007158,University of Southampton,1680,C,19,Business and Management Studies, ,,,Impact,34.4,40,60,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,19,Business and Management Studies, ,,,Environment,34.4,37.5,62.5,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,19,Business and Management Studies, ,,,Overall,34.4,21,54,20,4,1,SEAS,FALSE
10007158,University of Southampton,1680,C,20,Law, ,,,Outputs,22.5,21.7,41,34.9,2.4,0,SEAS,FALSE
10007158,University of Southampton,1680,C,20,Law, ,,,Impact,22.5,0,23.3,76.7,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,20,Law, ,,,Environment,22.5,12.5,87.5,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,20,Law, ,,,Overall,22.5,16,44,38,2,0,SEAS,FALSE
10007158,University of Southampton,1680,C,21,Politics and International Studies, ,,,Outputs,13.54,34.9,41.8,18.6,2.4,2.3,SEAS,FALSE
10007158,University of Southampton,1680,C,21,Politics and International Studies, ,,,Impact,13.54,0,60,40,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,21,Politics and International Studies, ,,,Environment,13.54,37.5,50,12.5,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,21,Politics and International Studies, ,,,Overall,13.54,28,47,22,2,1,SEAS,FALSE
10007158,University of Southampton,1680,C,22,Social Work and Social Policy, ,,,Outputs,41,30.3,55.2,13.2,1.3,0,SEAS,FALSE
10007158,University of Southampton,1680,C,22,Social Work and Social Policy, ,,,Impact,41,34,34,24,8,0,SEAS,FALSE
10007158,University of Southampton,1680,C,22,Social Work and Social Policy, ,,,Environment,41,100,0,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,22,Social Work and Social Policy, ,,,Overall,41,41,43,14,2,0,SEAS,FALSE
10007158,University of Southampton,1680,C,25,Education, ,,,Outputs,22,17.9,51.3,29.5,1.3,0,SEAS,FALSE
10007158,University of Southampton,1680,C,25,Education, ,,,Impact,22,76.7,23.3,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,25,Education, ,,,Environment,22,25,62.5,12.5,0,0,SEAS,FALSE
10007158,University of Southampton,1680,C,25,Education, ,,,Overall,22,31,47,21,1,0,SEAS,FALSE
10007158,University of Southampton,1680,D,28,Modern Languages and Linguistics, ,,,Outputs,24.5,29,46.3,24.7,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,28,Modern Languages and Linguistics, ,,,Impact,24.5,50,50,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,28,Modern Languages and Linguistics, ,,,Environment,24.5,70,30,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,28,Modern Languages and Linguistics, ,,,Overall,24.5,39,45,16,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,29,English Language and Literature, ,,,Outputs,24.8,39,33,21.9,6.1,0,SEAS,FALSE
10007158,University of Southampton,1680,D,29,English Language and Literature, ,,,Impact,24.8,23.3,50,26.7,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,29,English Language and Literature, ,,,Environment,24.8,70,30,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,29,English Language and Literature, ,,,Overall,24.8,41,35,20,4,0,SEAS,FALSE
10007158,University of Southampton,1680,D,30,History, ,,,Outputs,30.7,38.1,46.9,15,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,30,History, ,,,Impact,30.7,60,30,10,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,30,History, ,,,Environment,30.7,40,50,10,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,30,History, ,,,Overall,30.7,43,44,13,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,32,Philosophy, ,,,Outputs,12,25.7,57.2,17.1,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,32,Philosophy, ,,,Impact,12,0,30,70,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,32,Philosophy, ,,,Environment,12,0,60,40,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,32,Philosophy, ,,,Overall,12,17,52,31,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,10.2,38.6,38.7,18.2,4.5,0,SEAS,FALSE
10007158,University of Southampton,1680,D,34,"Art and Design: History, Practice and Theory", ,,,Impact,10.2,0,70,30,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,34,"Art and Design: History, Practice and Theory", ,,,Environment,10.2,0,70,30,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,10.2,25,50,22,3,0,SEAS,FALSE
10007158,University of Southampton,1680,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,22.53,55.2,29.2,11.4,4.2,0,SEAS,FALSE
10007158,University of Southampton,1680,D,35,"Music, Drama, Dance and Performing Arts", ,,,Impact,22.53,100,0,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,35,"Music, Drama, Dance and Performing Arts", ,,,Environment,22.53,80,20,0,0,0,SEAS,FALSE
10007158,University of Southampton,1680,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,22.53,68,22,7,3,0,SEAS,FALSE
10006022,Southampton Solent University,1690,B,15,General Engineering, ,,,Outputs,8.5,0,24.3,40.6,27,8.1,SEAS,TRUE
10006022,Southampton Solent University,1690,B,15,General Engineering, ,,,Impact,8.5,0,0,0,20,80,SEAS,TRUE
10006022,Southampton Solent University,1690,B,15,General Engineering, ,,,Environment,8.5,0,0,25,75,0,SEAS,TRUE
10006022,Southampton Solent University,1690,B,15,General Engineering, ,,,Overall,8.5,0,16,30,33,21,SEAS,TRUE
10006022,Southampton Solent University,1690,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,6,0,15,40,20,25,SEAS,TRUE
10006022,Southampton Solent University,1690,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Impact,6,0,0,20,80,0,SEAS,TRUE
10006022,Southampton Solent University,1690,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Environment,6,0,0,25,75,0,SEAS,TRUE
10006022,Southampton Solent University,1690,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,6,0,10,34,40,16,SEAS,TRUE
10006022,Southampton Solent University,1690,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,15.85,4.9,29.7,38.2,16.1,11.1,SEAS,TRUE
10006022,Southampton Solent University,1690,D,34,"Art and Design: History, Practice and Theory", ,,,Impact,15.85,0,0,36.7,50,13.3,SEAS,TRUE
10006022,Southampton Solent University,1690,D,34,"Art and Design: History, Practice and Theory", ,,,Environment,15.85,0,0,60,40,0,SEAS,TRUE
10006022,Southampton Solent University,1690,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,15.85,3,19,42,26,10,SEAS,TRUE
10006022,Southampton Solent University,1690,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,5.2,8.3,29.2,25,20.8,16.7,SEAS,TRUE
10006022,Southampton Solent University,1690,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Impact,5.2,0,0,50,10,40,SEAS,TRUE
10006022,Southampton Solent University,1690,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Environment,5.2,0,30,50,20,0,SEAS,TRUE
10006022,Southampton Solent University,1690,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,5.2,5,24,34,18,19,SEAS,TRUE
10006299,Staffordshire University,1700,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,13.8,2.4,19,57.2,16.6,4.8,WMID,TRUE
10006299,Staffordshire University,1700,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Impact,13.8,40,60,0,0,0,WMID,TRUE
10006299,Staffordshire University,1700,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Environment,13.8,0,12.5,87.5,0,0,WMID,TRUE
10006299,Staffordshire University,1700,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,13.8,10,26,50,11,3,WMID,TRUE
10006299,Staffordshire University,1700,B,11,Computer Science and Informatics, ,,,Outputs,7.8,0,6.5,51.6,41.9,0,WMID,TRUE
10006299,Staffordshire University,1700,B,11,Computer Science and Informatics, ,,,Impact,7.8,0,20,80,0,0,WMID,TRUE
10006299,Staffordshire University,1700,B,11,Computer Science and Informatics, ,,,Environment,7.8,0,0,55,45,0,WMID,TRUE
10006299,Staffordshire University,1700,B,11,Computer Science and Informatics, ,,,Overall,7.8,0,8,58,34,0,WMID,TRUE
10006299,Staffordshire University,1700,B,15,General Engineering, ,,,Outputs,8.4,2.6,47.4,44.7,5.3,0,WMID,TRUE
10006299,Staffordshire University,1700,B,15,General Engineering, ,,,Impact,8.4,0,40,30,30,0,WMID,TRUE
10006299,Staffordshire University,1700,B,15,General Engineering, ,,,Environment,8.4,0,0,50,50,0,WMID,TRUE
10006299,Staffordshire University,1700,B,15,General Engineering, ,,,Overall,8.4,2,39,42,17,0,WMID,TRUE
10006299,Staffordshire University,1700,C,19,Business and Management Studies, ,,,Outputs,7.3,3,39.4,36.4,21.2,0,WMID,TRUE
10006299,Staffordshire University,1700,C,19,Business and Management Studies, ,,,Impact,7.3,0,50,50,0,0,WMID,TRUE
10006299,Staffordshire University,1700,C,19,Business and Management Studies, ,,,Environment,7.3,0,50,50,0,0,WMID,TRUE
10006299,Staffordshire University,1700,C,19,Business and Management Studies, ,,,Overall,7.3,2,43,41,14,0,WMID,TRUE
10006299,Staffordshire University,1700,C,25,Education, ,,,Outputs,6.75,25,46.4,17.9,10.7,0,WMID,TRUE
10006299,Staffordshire University,1700,C,25,Education, ,,,Impact,6.75,0,0,60,40,0,WMID,TRUE
10006299,Staffordshire University,1700,C,25,Education, ,,,Environment,6.75,0,0,37.5,62.5,0,WMID,TRUE
10006299,Staffordshire University,1700,C,25,Education, ,,,Overall,6.75,16,30,30,24,0,WMID,TRUE
10006299,Staffordshire University,1700,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,13.4,7.9,42.1,44.7,5.3,0,WMID,TRUE
10006299,Staffordshire University,1700,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Impact,13.4,40,40,20,0,0,WMID,TRUE
10006299,Staffordshire University,1700,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Environment,13.4,0,100,0,0,0,WMID,TRUE
10006299,Staffordshire University,1700,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,13.4,13,51,33,3,0,WMID,TRUE
10006299,Staffordshire University,1700,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,9.9,0,15,47.5,35,2.5,WMID,TRUE
10006299,Staffordshire University,1700,D,34,"Art and Design: History, Practice and Theory", ,,,Impact,9.9,0,60,30,10,0,WMID,TRUE
10006299,Staffordshire University,1700,D,34,"Art and Design: History, Practice and Theory", ,,,Environment,9.9,0,0,60,40,0,WMID,TRUE
10006299,Staffordshire University,1700,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,9.9,0,22,46,30,2,WMID,TRUE
10006299,Staffordshire University,1700,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,13.5,7.3,20,29.1,40,3.6,WMID,TRUE
10006299,Staffordshire University,1700,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Impact,13.5,0,20,20,60,0,WMID,TRUE
10006299,Staffordshire University,1700,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Environment,13.5,0,30,50,20,0,WMID,TRUE
10006299,Staffordshire University,1700,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,13.5,5,21,31,41,2,WMID,TRUE
10007159,University of Sunderland,1720,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,24.6,10.1,38.2,45,6.7,0,NEAS,TRUE
10007159,University of Sunderland,1720,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Impact,24.6,0,50,50,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Environment,24.6,0,62.5,37.5,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,24.6,7,44,45,4,0,NEAS,TRUE
10007159,University of Sunderland,1720,B,11,Computer Science and Informatics, ,,,Outputs,13,0,9.1,45.4,45.5,0,NEAS,TRUE
10007159,University of Sunderland,1720,B,11,Computer Science and Informatics, ,,,Impact,13,0,40,20,40,0,NEAS,TRUE
10007159,University of Sunderland,1720,B,11,Computer Science and Informatics, ,,,Environment,13,0,0,55,45,0,NEAS,TRUE
10007159,University of Sunderland,1720,B,11,Computer Science and Informatics, ,,,Overall,13,0,14,42,44,0,NEAS,TRUE
10007159,University of Sunderland,1720,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Outputs,12.25,2.5,35,57.5,5,0,NEAS,TRUE
10007159,University of Sunderland,1720,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Impact,12.25,0,0,80,20,0,NEAS,TRUE
10007159,University of Sunderland,1720,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Environment,12.25,0,0,10,75,15,NEAS,TRUE
10007159,University of Sunderland,1720,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,12.25,2,22,55,19,2,NEAS,TRUE
10007159,University of Sunderland,1720,C,19,Business and Management Studies, ,,,Outputs,4.5,0,0,25,62.5,12.5,NEAS,TRUE
10007159,University of Sunderland,1720,C,19,Business and Management Studies, ,,,Impact,4.5,10,10,80,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,C,19,Business and Management Studies, ,,,Environment,4.5,0,0,12.5,62.5,25,NEAS,TRUE
10007159,University of Sunderland,1720,C,19,Business and Management Studies, ,,,Overall,4.5,2,2,34,50,12,NEAS,TRUE
10007159,University of Sunderland,1720,C,20,Law, ,,,Outputs,4,0,7.7,61.5,30.8,0,NEAS,TRUE
10007159,University of Sunderland,1720,C,20,Law, ,,,Impact,4,0,0,30,70,0,NEAS,TRUE
10007159,University of Sunderland,1720,C,20,Law, ,,,Environment,4,0,0,50,50,0,NEAS,TRUE
10007159,University of Sunderland,1720,C,20,Law, ,,,Overall,4,0,5,53,42,0,NEAS,TRUE
10007159,University of Sunderland,1720,C,22,Social Work and Social Policy, ,,,Outputs,7,4.5,41,36.3,13.7,4.5,NEAS,TRUE
10007159,University of Sunderland,1720,C,22,Social Work and Social Policy, ,,,Impact,7,0,0,70,30,0,NEAS,TRUE
10007159,University of Sunderland,1720,C,22,Social Work and Social Policy, ,,,Environment,7,0,0,100,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,C,22,Social Work and Social Policy, ,,,Overall,7,3,27,52,15,3,NEAS,TRUE
10007159,University of Sunderland,1720,C,25,Education, ,,,Outputs,21.1,0,16.5,32.9,40.5,10.1,NEAS,TRUE
10007159,University of Sunderland,1720,C,25,Education, ,,,Impact,21.1,26.7,0,36.6,10,26.7,NEAS,TRUE
10007159,University of Sunderland,1720,C,25,Education, ,,,Environment,21.1,0,0,37.5,62.5,0,NEAS,TRUE
10007159,University of Sunderland,1720,C,25,Education, ,,,Overall,21.1,5,11,34,38,12,NEAS,TRUE
10007159,University of Sunderland,1720,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,6,4.3,21.8,39.1,30.5,4.3,NEAS,TRUE
10007159,University of Sunderland,1720,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Impact,6,0,0,100,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Environment,6,0,12.5,87.5,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,6,3,16,58,20,3,NEAS,TRUE
10007159,University of Sunderland,1720,D,29,English Language and Literature, ,,,Outputs,12.4,10.4,29.2,35.4,22.9,2.1,NEAS,TRUE
10007159,University of Sunderland,1720,D,29,English Language and Literature, ,,,Impact,12.4,0,10,90,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,29,English Language and Literature, ,,,Environment,12.4,0,30,70,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,29,English Language and Literature, ,,,Overall,12.4,7,25,52,15,1,NEAS,TRUE
10007159,University of Sunderland,1720,D,30,History, ,,,Outputs,4,6.3,37.5,43.7,12.5,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,30,History, ,,,Impact,4,0,0,30,70,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,30,History, ,,,Environment,4,10,30,50,10,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,30,History, ,,,Overall,4,6,28,42,24,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,23.6,7.1,36.7,34.8,20.5,0.9,NEAS,TRUE
10007159,University of Sunderland,1720,D,34,"Art and Design: History, Practice and Theory", ,,,Impact,23.6,0,26.7,73.3,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,34,"Art and Design: History, Practice and Theory", ,,,Environment,23.6,0,50,50,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,23.6,5,36,45,13,1,NEAS,TRUE
10007159,University of Sunderland,1720,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,1.99,-,-,-,-,-,NEAS,TRUE
10007159,University of Sunderland,1720,D,35,"Music, Drama, Dance and Performing Arts", ,,,Impact,1.99,-,-,-,-,-,NEAS,TRUE
10007159,University of Sunderland,1720,D,35,"Music, Drama, Dance and Performing Arts", ,,,Environment,1.99,-,-,-,-,-,NEAS,TRUE
10007159,University of Sunderland,1720,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,1.99,0,32,27,38,3,NEAS,TRUE
10007159,University of Sunderland,1720,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,12.8,24.1,37,33.3,5.6,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Impact,12.8,40,10,50,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Environment,12.8,10,80,10,0,0,NEAS,TRUE
10007159,University of Sunderland,1720,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,12.8,25,38,33,4,0,NEAS,TRUE
10007160,University of Surrey,1740,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,64.6,36.4,56.2,6.9,0,0.5,SEAS,FALSE
10007160,University of Surrey,1740,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Impact,64.6,65.7,22.9,11.4,0,0,SEAS,FALSE
10007160,University of Surrey,1740,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Environment,64.6,50,50,0,0,0,SEAS,FALSE
10007160,University of Surrey,1740,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,64.6,44,49,7,0,0,SEAS,FALSE
10007160,University of Surrey,1740,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,20,21.2,50,24.3,3,1.5,SEAS,FALSE
10007160,University of Surrey,1740,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Impact,20,26.7,20,53.3,0,0,SEAS,FALSE
10007160,University of Surrey,1740,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Environment,20,0,100,0,0,0,SEAS,FALSE
10007160,University of Surrey,1740,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,20,19,52,26,2,1,SEAS,FALSE
10007160,University of Surrey,1740,B,9,Physics, ,,,Outputs,27.5,15.8,63.4,20.8,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,9,Physics, ,,,Impact,27.5,40,50,10,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,9,Physics, ,,,Environment,27.5,45,55,0,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,9,Physics, ,,,Overall,27.5,25,59,16,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,10,Mathematical Sciences, ,,,Outputs,28.42,20.8,59.4,19.8,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,10,Mathematical Sciences, ,,,Impact,28.42,0,40,60,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,10,Mathematical Sciences, ,,,Environment,28.42,0,100,0,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,10,Mathematical Sciences, ,,,Overall,28.42,14,61,25,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,11,Computer Science and Informatics, ,,,Outputs,19.4,11.5,46.2,39.7,0,2.6,SEAS,FALSE
10007160,University of Surrey,1740,B,11,Computer Science and Informatics, ,,,Impact,19.4,20,26.7,53.3,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,11,Computer Science and Informatics, ,,,Environment,19.4,0,85,15,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,11,Computer Science and Informatics, ,,,Overall,19.4,11,49,38,0,2,SEAS,FALSE
10007160,University of Surrey,1740,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,83.14,11.3,78.4,10,0.3,0,SEAS,FALSE
10007160,University of Surrey,1740,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Impact,83.14,17.8,82.2,0,0,0,SEAS,FALSE
10007160,University of Surrey,1740,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Environment,83.14,25,75,0,0,0,SEAS,FALSE
